-624,416,524
-628,419,527
-628,419,527
-624,416,524
-628,419,527
-405,405,524
-405,405,525
-199,399,525
-199,399,525
-205,615,525
-205,615,525
0,849,525
0,849,525
-213,852,524
-214,857,527
-213,854,525
-213,854,525
0,849,525
0,849,525
0,611,525
0,611,525
0,611,525
0,611,525
0,847,524
0,845,523
0,609,523
0,605,519
203,608,519
203,608,519
203,608,519
203,608,519
203,610,521
205,614,524
204,613,523
204,613,523
213,850,523
213,850,523
204,613,523
203,610,521
212,847,521
211,844,519
212,847,521
212,849,522
212,849,522
213,850,523
212,849,522
213,850,523
203,610,521
204,613,523
213,850,523
212,849,522
213,850,523
212,847,521
203,610,521
203,608,519
203,610,521
203,610,521
203,608,519
203,608,519
202,606,517
203,610,521
197,394,519
198,396,521
197,394,519
197,394,519
198,396,521
197,394,519
195,195,522
195,195,521
195,195,521
195,195,521
194,194,519
195,195,522
198,397,522
197,394,519
197,394,519
198,396,521
197,394,519
197,394,519
198,396,521
197,394,518
197,394,519
197,394,519
197,394,518
198,396,521
198,396,521
198,396,521
198,397,522
198,397,522
198,396,521
198,396,521
198,396,521
198,397,522
198,397,522
197,394,519
198,397,522
198,396,521
197,394,519
198,396,521
198,396,521
