-415,-623,523
-641,-641,522
-639,-639,521
-639,-639,521
-639,-639,521
-639,-639,521
-637,-637,519
-411,-616,517
-411,-616,517
-203,-608,519
-203,-608,519
0,-608,522
0,-605,519
0,-376,323
0,-608,522
0,-375,322
0,-603,518
0,-602,517
0,-603,518
0,-603,518
0,-602,517
0,-603,518
0,-605,519
0,-603,518
0,-602,517
0,-603,518
0,-603,518
0,-603,518
0,-603,518
0,-603,518
0,-603,518
0,-601,516
0,-603,518
0,-603,518
0,-602,517
0,-602,517
0,-603,518
0,-603,518
0,-603,518
0,-602,517
0,-603,518
0,-603,518
0,-602,517
-999,1249,518
-999,1249,518
0,-392,518
0,-392,518
0,-603,518
0,-603,518
0,-603,518
0,-601,516
0,-603,518
0,-603,518
0,-602,517
0,-602,517
0,-601,516
0,-601,516
0,-602,517
0,-602,517
0,-602,517
0,-602,517
0,-391,517
0,-391,517
0,-392,518
0,-392,518
0,-607,521
0,-602,517
0,-602,517
0,-600,515
0,-603,518
0,-601,516
197,-394,518
196,-391,515
201,-602,514
201,-604,516
201,-604,516
201,-604,516
196,-392,516
196,-392,516
196,-392,516
196,-392,516
196,-391,515
195,-391,514
196,-393,517
196,-393,517
196,-392,516
196,-393,517
196,-393,517
197,-394,518
196,-393,517
196,-392,516
196,-393,517
196,-391,515
196,-393,517
196,-392,516
196,-393,517
196,-393,517
196,-393,517
196,-393,517
196,-393,517
