389,0,514
389,0,515
391,0,517
391,0,517
391,0,517
392,0,518
391,0,517
603,0,518
601,0,516
600,0,515
600,0,515
834,0,516
831,0,514
831,0,514
714,0,442
603,201,515
602,201,514
836,209,514
833,208,512
-661,881,515
-657,876,512
833,208,512
833,208,512
836,209,514
833,208,512
836,209,514
833,208,512
831,208,511
833,208,512
836,209,514
836,209,514
833,208,512
831,208,511
836,209,514
837,209,515
828,0,512
831,0,514
1107,221,514
1107,221,514
1102,220,512
1102,220,512
1107,221,514
1100,220,511
1107,221,514
1102,220,512
1107,221,514
1109,222,515
833,208,512
833,208,512
1130,452,514
1130,452,514
1107,221,514
1107,221,514
836,209,514
833,208,512
836,209,514
833,208,512
-988,1234,512
-991,1239,514
836,209,514
833,208,512
828,0,512
831,0,514
828,0,512
831,0,514
831,0,514
831,0,514
832,0,515
831,0,514
831,0,514
832,0,515
831,0,514
834,0,516
596,0,512
599,0,514
831,0,514
831,0,514
831,0,514
831,0,514
599,0,514
602,0,517
390,0,516
392,0,518
394,197,519
393,196,517
390,0,516
390,0,516
392,0,518
391,0,517
391,0,517
391,0,517
602,0,517
602,0,517
602,0,517
602,0,517
392,0,518
394,0,521
394,0,521
394,0,521
394,0,521
