196,-392,516
399,-399,517
398,-398,515
398,-398,516
398,-398,516
398,-398,516
398,-398,515
-995,1244,516
-995,1244,516
397,-397,514
398,-398,516
615,-410,516
610,-407,512
612,-408,514
612,-408,514
612,-408,514
615,-410,516
615,-410,516
613,-409,515
615,-410,516
615,-410,516
615,-410,516
615,-410,516
615,-410,516
615,-410,516
612,-408,514
613,-409,515
615,-410,516
615,-410,516
615,-410,516
615,-410,516
616,-411,517
615,-410,516
617,-411,518
616,-411,517
617,-411,518
616,-411,517
613,-409,515
609,-406,511
631,-631,514
633,-633,516
855,-427,516
855,-427,516
612,-408,514
609,-406,511
853,-427,515
851,-426,514
851,-426,514
853,-427,515
615,-410,516
613,-409,515
399,-399,517
400,-400,518
398,-398,516
399,-399,517
616,-411,517
612,-408,514
395,-395,512
398,-398,516
615,-410,516
613,-409,515
610,-407,512
613,-409,515
631,-631,514
631,-631,514
627,-627,511
628,-628,512
874,-656,511
874,-656,511
845,-422,510
846,-423,511
627,-627,511
626,-626,510
872,-654,510
872,-654,510
872,-654,510
871,-653,509
626,-626,510
628,-628,512
876,-657,512
874,-656,511
879,-659,514
876,-657,512
631,-631,514
628,-628,512
876,-657,512
876,-657,512
756,-567,442
874,-656,511
871,-653,509
872,-654,510
871,-653,509
871,-653,509
625,-625,509
625,-625,509
627,-627,511
627,-627,511
608,-405,510
609,-406,511
628,-628,512
