628,-628,512
606,-404,509
608,-405,510
609,-406,511
608,-405,510
608,-405,510
609,-406,511
195,-391,514
195,-391,514
0,-389,514
0,-389,514
0,-599,514
0,-599,514
0,-599,514
0,-596,512
0,-389,514
0,-389,514
0,-390,516
0,-389,514
0,-389,514
0,-389,515
-196,-391,515
-196,-391,515
-196,-391,515
-196,-391,515
-201,-603,515
-201,-602,514
-195,-391,514
-196,-393,517
-410,-615,516
-411,-617,518
-636,-636,518
-634,-634,517
-634,-634,517
-636,-636,518
-617,-411,518
-617,-411,518
-613,-409,515
-617,-411,518
-617,-411,518
-618,-412,519
-618,-412,519
-617,-411,518
-618,-412,519
-617,-411,518
-618,-412,519
-618,-412,519
-617,-411,518
-618,-412,519
-618,-412,519
-617,-411,518
-617,-411,518
-617,-411,518
-618,-412,519
-617,-411,518
-616,-411,517
-617,-411,518
-617,-411,518
-617,-411,518
-621,-414,521
-621,-414,521
-617,-411,518
-618,-412,519
-1005,1256,521
-1005,1256,521
-621,-414,521
-621,-414,521
-608,-203,519
-610,-203,521
-611,-204,522
-607,-202,518
-621,-414,521
-621,-414,521
-611,-204,522
-613,-204,523
-611,-204,522
-613,-204,523
-613,-204,523
-613,-204,523
-852,-213,524
-850,-213,523
-866,-433,523
-865,-432,522
-850,-213,523
-847,-212,521
-849,-212,522
-852,-213,524
-850,-213,523
-849,-212,522
-852,-213,524
-850,-213,523
-850,-213,523
-850,-213,523
-847,-212,521
-849,-212,522
-847,-212,521
-849,-212,522
-844,-211,519
-847,-212,521
-849,-212,522
