394,0,521
603,0,518
605,0,519
602,0,517
603,0,518
603,0,518
603,0,518
192,0,515
192,0,517
0,0,517
0,0,518
0,0,519
0,0,518
-193,0,518
-194,0,522
-198,396,521
-198,396,521
-402,402,521
-404,404,523
-402,402,521
-404,404,523
-641,641,522
-643,643,524
-642,642,523
-642,642,523
-643,643,524
-643,643,524
-643,643,524
-644,644,525
-623,415,523
-622,415,522
-623,415,523
-623,415,523
-623,415,523
-623,415,523
-1007,1258,522
-1007,1258,522
-641,641,522
-642,642,523
-623,415,523
-623,415,523
-1011,1263,524
-1013,1266,525
-624,416,524
-625,417,525
-625,417,525
-623,415,523
-624,416,524
-623,415,523
-623,415,523
-625,417,525
-625,417,525
-624,416,524
-624,416,524
-625,417,525
-625,417,525
-624,416,524
-625,417,525
-624,416,524
-625,417,525
-628,419,527
-625,417,525
-623,415,523
-625,417,525
-625,417,525
-624,416,524
-628,419,527
-625,417,525
-629,419,528
-628,419,527
-624,416,524
-875,437,528
-873,436,527
-873,436,527
-876,438,529
-870,435,525
-870,435,525
-870,435,525
-868,434,524
-614,205,524
-617,206,527
-628,419,527
-629,419,528
-617,206,527
-615,205,525
-614,205,524
-615,205,525
-625,417,525
-625,417,525
-628,419,527
-629,419,528
-648,648,528
-648,648,528
-648,648,528
-648,648,528
-648,648,528
-648,648,528
-648,648,528
-648,648,528
-628,419,527
